Java HotSpot(TM) 64-Bit Server VM (25.131-b11) for windows-amd64 JRE (1.8.0_131-b11), built on Mar 15 2017 01:23:53 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 8342580k(2180140k free), swap 10043876k(2216296k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC -XX:+UseParallelOldGC 
2017-11-18T17:26:43.777+0300: 8.301: [GC (Allocation Failure) [PSYoungGen: 164544K->1472K(169472K)] 267538K->130167K(519168K), 0.0317551 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:43.876+0300: 8.401: [GC (Allocation Failure) [PSYoungGen: 165824K->1760K(169472K)] 294519K->131887K(519168K), 0.0220977 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2017-11-18T17:26:43.966+0300: 8.491: [GC (Allocation Failure) [PSYoungGen: 166112K->1760K(169984K)] 296239K->133559K(519680K), 0.0238965 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2017-11-18T17:26:44.058+0300: 8.582: [GC (Allocation Failure) [PSYoungGen: 167136K->1792K(169984K)] 298935K->135263K(519680K), 0.0234259 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2017-11-18T17:26:44.148+0300: 8.673: [GC (Allocation Failure) [PSYoungGen: 167168K->1760K(170496K)] 300639K->136903K(520192K), 0.0250411 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:44.241+0300: 8.766: [GC (Allocation Failure) [PSYoungGen: 167648K->1760K(169984K)] 302791K->138591K(519680K), 0.0239333 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2017-11-18T17:26:44.336+0300: 8.861: [GC (Allocation Failure) [PSYoungGen: 167648K->1728K(170496K)] 304479K->140255K(520192K), 0.0243921 secs] [Times: user=0.08 sys=0.03, real=0.02 secs] 
2017-11-18T17:26:44.431+0300: 8.955: [GC (Allocation Failure) [PSYoungGen: 168128K->1824K(170496K)] 306655K->142015K(520192K), 0.0248627 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:44.523+0300: 9.047: [GC (Allocation Failure) [PSYoungGen: 168224K->1792K(171008K)] 308415K->143671K(520704K), 0.0250571 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:44.616+0300: 9.140: [GC (Allocation Failure) [PSYoungGen: 169216K->1792K(171008K)] 311095K->145367K(520704K), 0.0244051 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2017-11-18T17:26:44.708+0300: 9.232: [GC (Allocation Failure) [PSYoungGen: 169216K->1792K(171520K)] 312791K->147071K(521216K), 0.0256895 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2017-11-18T17:26:44.802+0300: 9.326: [GC (Allocation Failure) [PSYoungGen: 169728K->1792K(171008K)] 315007K->148775K(520704K), 0.0252180 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
